City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Castro,BR,-24.7911,-50.0119,62.29,98,95,3.04,overcast clouds
462,Monrovia,LR,6.3005,-10.7969,71.37,86,100,6.17,overcast clouds
463,Biak,ID,-0.9131,122.8766,85.05,59,90,2.71,overcast clouds
464,Ust-Ishim,RU,57.6935,71.1665,39.79,72,100,7.74,overcast clouds
465,Naberera,TZ,-4.2,36.9333,63.05,85,100,6.29,overcast clouds
466,Genhe,CN,50.7833,121.5167,37.33,37,89,6.38,overcast clouds
467,Chala,TZ,-7.5833,31.2667,56.19,96,94,3.58,overcast clouds
468,Zinder,NE,13.8072,8.9881,75.52,46,11,8.88,few clouds
469,Sandnessjoen,NO,66.0217,12.6316,37.51,84,75,3.0,light rain
470,Stulovo,RU,58.7225,50.1439,37.44,93,78,5.57,broken clouds
471,Moron,AR,-34.6534,-58.6198,58.75,62,3,6.55,clear sky
472,Salekhard,RU,66.53,66.6019,34.54,100,100,6.82,overcast clouds
473,Mujiayingzi,CN,42.1167,118.7833,52.12,21,100,18.23,overcast clouds
474,Inza,RU,53.8533,46.3586,47.07,88,100,6.82,overcast clouds
475,Munster,DE,51.9624,7.6257,58.32,82,0,1.14,clear sky
476,Victor Harbor,AU,-35.5667,138.6167,78.67,61,0,9.24,clear sky
477,Chilpancingo,MX,17.55,-99.5,67.14,82,81,4.45,broken clouds
478,Dandong,CN,40.1292,124.3947,61.81,21,100,13.24,overcast clouds
479,Bereda,ES,43.2686,-7.5406,49.57,100,99,3.11,overcast clouds
480,Belfast,GB,54.5833,-5.9333,48.38,93,100,6.91,haze
481,Santa Isabel,BR,-23.3156,-46.2214,72.7,98,99,3.2,overcast clouds
482,Kununurra,AU,-15.7667,128.7333,89.58,58,76,4.61,broken clouds
483,Olga,RU,43.7444,135.2892,45.27,63,100,6.29,overcast clouds
484,Kumbo,CM,6.2,10.6667,61.21,84,100,0.85,overcast clouds
485,Novyy Urengoy,RU,66.0833,76.6333,34.36,100,100,11.27,overcast clouds
486,Lagoa,PT,39.05,-27.9833,60.66,83,100,17.96,overcast clouds
487,Ola,RU,59.5833,151.2833,32.14,51,74,6.15,broken clouds
488,Nuuk,GL,64.1835,-51.7216,25.41,100,75,4.61,broken clouds
489,Tarbes,FR,43.25,0.1667,54.07,76,100,6.91,light rain
490,Tromso,NO,69.6496,18.957,30.22,80,75,2.3,broken clouds
491,Tupi Paulista,BR,-21.3811,-51.5706,73.87,75,45,3.85,scattered clouds
492,Ca Mau,VN,9.1769,105.15,91.06,52,38,4.79,scattered clouds
493,Khani,GE,41.9563,42.9566,31.57,98,100,3.02,light snow
494,Princeton,US,25.5384,-80.4089,76.01,71,20,12.66,few clouds
495,Christchurch,NZ,-43.5333,172.6333,61.95,64,40,10.36,scattered clouds
496,Arawa,PG,-6.2132,155.5367,85.48,69,100,5.1,light rain
497,Itacoatiara,BR,-3.1431,-58.4442,73.9,97,98,1.88,overcast clouds
498,Havre,FR,49.5833,0.3333,46.8,100,99,2.3,fog
499,North Bend,US,43.4065,-124.2243,42.71,93,100,11.5,overcast clouds
500,Klaksvik,FO,62.2266,-6.589,43.72,87,96,18.79,overcast clouds
501,Tigil,RU,57.8,158.6667,24.24,91,100,8.1,light snow
502,Lodeynoye Pole,RU,60.726,33.5531,30.27,98,76,1.14,broken clouds
503,Nuevo Progreso,MX,23.1667,-97.95,77.54,70,32,5.99,scattered clouds
504,Korla,CN,41.7597,86.1469,63.81,16,99,8.97,overcast clouds
505,Karratha,AU,-20.7377,116.8463,92.16,24,1,8.48,clear sky
506,Ewa Beach,US,21.3156,-158.0072,80.55,59,75,15.01,broken clouds
507,Panguna,PG,-6.3164,155.4848,78.39,74,100,2.53,light rain
508,Ahipara,NZ,-35.1667,173.1667,67.01,70,100,13.18,overcast clouds
509,Portland,US,45.5234,-122.6762,39.78,92,100,9.22,overcast clouds
510,Lodwar,KE,3.1191,35.5973,83.1,52,78,8.57,broken clouds
511,Springbok,ZA,-29.6643,17.8865,58.98,50,9,2.68,clear sky
512,Garowe,SO,8.4054,48.4845,75.42,81,13,5.23,few clouds
513,Siteki,SZ,-26.45,31.95,59.92,95,17,4.41,few clouds
514,Muskegon,US,43.3,-86.1334,64.26,62,100,11.5,overcast clouds
515,Ponte Nova,BR,-20.4164,-42.9086,69.28,93,91,0.58,overcast clouds
516,Narasannapeta,IN,18.4167,84.05,91.0,52,33,13.51,scattered clouds
517,Nalut,LY,30.3333,10.85,63.57,25,90,19.01,overcast clouds
518,Fare,PF,-16.7,-151.0167,82.33,72,4,13.76,clear sky
519,Afyonkarahisar,TR,38.75,30.6667,31.14,81,7,3.8,clear sky
520,Iralaya,HN,15.0,-83.2333,78.4,81,22,12.1,few clouds
521,Humberto De Campos,BR,-2.5983,-43.4611,75.65,95,97,4.23,overcast clouds
522,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,16.11,scattered clouds
523,Peniche,PT,39.3558,-9.3811,56.1,92,9,13.2,clear sky
524,San Fernando,PH,15.0286,120.6898,91.08,48,77,5.48,broken clouds
525,Rincon,US,32.296,-81.2354,68.86,88,20,8.05,few clouds
526,Duku,NG,11.2361,4.9073,79.74,65,98,5.93,overcast clouds
527,Methven,NZ,-43.6333,171.65,54.01,86,94,1.99,overcast clouds
528,Porgera,PG,-5.4667,143.2,52.5,80,77,2.21,broken clouds
529,Kungurtug,RU,50.5994,97.5228,24.71,63,100,4.47,light snow
530,Tyret Pervaya,RU,53.6703,102.3106,34.74,42,100,7.54,overcast clouds
531,Puerto Rico,AR,-26.796,-55.024,62.56,99,21,1.66,few clouds
532,Aitape,PG,-3.1374,142.3475,86.86,61,12,6.62,light rain
533,Safaga,EG,26.7292,33.9365,64.74,52,0,18.75,clear sky
534,Korenovsk,RU,45.4686,39.4519,43.27,76,100,18.63,overcast clouds
535,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,90,100,11.68,overcast clouds
536,Nabire,ID,-3.3667,135.4833,85.84,70,49,5.97,scattered clouds
537,Avera,US,33.194,-82.5271,65.71,74,100,6.93,overcast clouds
538,Bongued,PH,7.1167,124.4,88.52,58,78,8.03,broken clouds
539,Tiznit,MA,29.5833,-9.5,53.46,88,91,7.4,overcast clouds
540,Pacific Grove,US,36.6177,-121.9166,49.68,77,3,21.0,clear sky
541,Nyborg,DK,55.3127,10.7896,43.93,80,100,18.79,light rain
542,Arlit,NE,18.7369,7.3853,81.14,9,6,4.72,clear sky
543,Keti Bandar,PK,24.1447,67.4497,82.72,69,0,16.98,clear sky
544,Ryotsu,JP,38.0833,138.4333,55.53,91,100,12.55,overcast clouds
545,Oranjemund,,-28.55,16.4333,59.2,88,5,4.12,clear sky
546,Alugan,PH,12.2188,125.4808,80.96,81,100,10.54,light rain
547,Hervey Bay,AU,-25.2986,152.8535,77.02,72,55,5.99,broken clouds
548,Turtas,RU,58.9417,69.1325,41.49,75,98,7.25,overcast clouds
549,Tashla,RU,51.7716,52.7427,46.33,77,19,12.73,few clouds
550,Iracoubo,GF,5.4802,-53.2011,77.4,86,77,10.92,broken clouds
551,Honiara,SB,-9.4333,159.95,85.91,65,17,5.61,few clouds
552,Yatou,CN,37.15,122.3833,52.3,52,100,16.31,overcast clouds
553,High Level,CA,58.5169,-117.136,14.11,57,0,5.75,clear sky
554,Iskateley,RU,67.6803,53.1512,26.06,92,95,6.71,overcast clouds
555,Bolshaya Dzhalga,RU,45.9695,42.6966,43.38,79,98,22.77,overcast clouds
556,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.16,85,60,3.58,broken clouds
557,Tjome,NO,59.1109,10.3933,41.43,73,100,5.75,light rain
558,Ereymentau,KZ,51.6199,73.1033,45.66,49,100,17.81,overcast clouds
559,Yarada,IN,17.65,83.2667,91.72,55,20,6.91,few clouds
560,Sioux Lookout,CA,50.1001,-91.917,33.87,51,100,9.22,overcast clouds
561,Zaria,NG,11.1113,7.7227,72.43,79,86,9.01,overcast clouds
562,Pasni,PK,25.2631,63.471,80.6,73,0,5.97,clear sky
563,Sur,OM,22.5667,59.5289,91.74,25,0,4.54,clear sky
564,Mosetse,BW,-20.75,26.65,66.81,62,45,7.34,scattered clouds
565,Bethanien,,-26.502,17.1583,62.31,41,1,1.66,clear sky
566,Maraa,BR,-1.8333,-65.3667,74.59,96,100,2.64,overcast clouds
567,Atar,MR,20.5169,-13.0499,73.49,20,28,11.03,scattered clouds
568,Lucapa,AO,-8.4192,20.7447,63.88,97,52,3.31,broken clouds
569,Carangola,BR,-20.7331,-42.0294,68.95,96,98,2.98,overcast clouds
570,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.48,98,72,4.76,broken clouds
571,Oeiras,BR,-7.0253,-42.1311,72.25,91,33,3.0,scattered clouds
572,Fayaoue,NC,-20.65,166.5333,78.57,72,38,3.18,scattered clouds
573,Nortelandia,BR,-14.4547,-56.8028,76.78,77,60,1.52,broken clouds
574,Husavik,IS,66.0449,-17.3389,27.37,86,79,10.07,broken clouds
575,Vestmannaeyjar,IS,63.4427,-20.2734,40.82,70,96,13.94,overcast clouds
576,Meadow Lake,US,34.8014,-106.5436,45.48,21,21,22.57,few clouds
577,Coracora,PE,-15.0333,-73.7833,49.87,56,1,5.79,clear sky
578,Coronado,US,32.6859,-117.1831,59.95,70,0,13.0,clear sky
579,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,61,0,19.57,clear sky
580,Rapar,IN,23.5667,70.6333,87.8,36,0,14.14,clear sky
581,Siverek,TR,37.755,39.3167,39.45,66,0,4.47,clear sky
582,Chiredzi,ZW,-21.05,31.6667,67.15,89,8,2.75,clear sky
583,Pechenga,RU,69.5259,31.1703,14.45,93,24,5.12,few clouds
584,Yenagoa,NG,4.9247,6.2642,75.38,96,100,3.96,moderate rain
585,Nekhayevskiy,RU,50.4106,41.7561,51.69,81,91,13.82,light rain
586,Okhotsk,RU,59.3833,143.3,28.04,65,40,12.17,scattered clouds
587,Isiro,CD,2.7739,27.616,65.71,94,71,0.92,light rain
588,Rapid Valley,US,44.0625,-103.1463,20.37,56,36,24.0,scattered clouds
589,Peski,RU,55.2163,38.7626,47.17,94,100,6.38,overcast clouds
590,Srednekolymsk,RU,67.45,153.6833,14.79,74,6,5.35,clear sky
591,Kpandae,GH,8.4689,-0.0113,79.18,66,100,5.7,overcast clouds
592,General Pico,AR,-35.6566,-63.7568,47.68,60,0,6.42,clear sky
593,Eydhafushi,MV,5.1033,73.0708,84.51,71,88,11.63,overcast clouds
594,Svetlyy,RU,54.675,20.1347,28.45,79,38,6.4,scattered clouds
595,Boa Vista,BR,2.8197,-60.6733,78.78,73,40,6.91,scattered clouds
596,Selma,US,36.5708,-119.6121,55.45,38,0,10.36,clear sky
597,Southbridge,US,42.0751,-72.0334,55.51,57,77,4.14,broken clouds
598,Glendive,US,47.1053,-104.7125,19.69,92,100,20.71,mist
599,Vao,NC,-22.6667,167.4833,75.63,72,5,7.99,clear sky
600,Goderich,CA,43.7501,-81.7165,52.12,62,100,9.22,overcast clouds
601,Jalu,LY,29.0331,21.5482,60.71,32,74,10.83,broken clouds
602,Qobustan,AZ,40.0824,49.412,53.89,58,0,2.59,clear sky
603,Mildura,AU,-34.2,142.15,74.07,31,0,6.91,clear sky
604,Hokitika,NZ,-42.7167,170.9667,62.96,58,0,10.13,clear sky
605,Salym,RU,60.0625,71.4789,39.45,80,99,4.97,overcast clouds
606,Kahului,US,20.8947,-156.47,80.62,60,20,21.85,few clouds
607,Kodinsk,RU,58.6881,99.1844,38.32,63,56,2.39,broken clouds
608,Ginir,ET,7.1333,40.7,63.86,63,88,2.46,overcast clouds
609,Poum,NC,-20.2333,164.0167,78.8,65,1,15.46,clear sky
610,Haines Junction,CA,60.7522,-137.5108,26.55,33,5,1.14,clear sky
611,Baie-Comeau,CA,49.2168,-68.1489,33.48,100,100,5.75,mist
612,Vila Praia De Ancora,PT,41.811,-8.8526,55.11,90,78,2.06,broken clouds
613,College,US,64.8569,-147.8028,40.95,45,20,5.75,few clouds
614,Broken Hill,AU,-31.95,141.4333,76.03,25,0,10.36,clear sky
615,Oda,JP,35.1833,132.5,57.97,93,100,9.33,overcast clouds
616,Padang,ID,-0.9492,100.3543,87.85,63,33,5.55,scattered clouds
617,Lima,PE,-12.0432,-77.0282,62.85,82,0,12.66,clear sky
618,Lichinga,MZ,-13.3128,35.2406,62.69,100,75,10.36,light intensity shower rain
619,Multan,PK,30.1956,71.4753,85.89,32,20,4.61,haze
620,Nioro,GM,13.35,-15.75,73.27,52,94,6.4,overcast clouds
621,Umbuzeiro,BR,-7.6956,-35.6636,66.2,94,88,1.41,overcast clouds
622,Grindavik,IS,63.8424,-22.4338,37.35,87,0,2.3,clear sky
623,Katherine,AU,-14.4667,132.2667,95.32,43,40,10.36,scattered clouds
624,Sitka,US,57.0531,-135.33,40.89,26,0,10.36,clear sky
625,Lieksa,FI,63.3167,30.0167,29.79,90,100,2.1,overcast clouds
626,Waitati,NZ,-45.75,170.5667,57.79,56,50,5.32,scattered clouds
627,Tatawin,TN,32.9297,10.4518,55.71,64,100,9.01,overcast clouds
628,Marienburg,PL,54.0359,19.0266,40.57,69,17,5.53,few clouds
629,Wattegama,LK,6.7989,81.4808,82.94,71,99,4.7,overcast clouds
630,Akdepe,TM,42.0551,59.3788,68.09,27,22,16.55,few clouds
631,Santa Cruz De La Palma,ES,28.6835,-17.7642,62.74,77,0,8.05,clear sky
632,Prince Rupert,CA,54.3161,-130.3201,38.89,28,0,12.66,clear sky
633,Tanete,ID,-3.9443,119.7848,91.69,50,90,5.01,overcast clouds
634,Shirokiy,RU,49.758,129.523,39.56,40,50,10.16,scattered clouds
635,Cabedelo,BR,-6.9811,-34.8339,75.87,79,87,7.02,overcast clouds
636,Nagato,JP,34.3833,131.2,74.19,87,100,11.86,overcast clouds
637,Serebryansk,KZ,49.6925,83.2892,40.1,83,6,4.03,clear sky
638,Aksu,CN,41.1231,80.2644,69.31,20,77,6.51,broken clouds
639,Igboho,NG,8.8333,3.75,73.09,78,100,4.85,overcast clouds
640,Kirksville,US,40.1948,-92.5833,71.06,71,0,24.16,clear sky
641,Doha,QA,25.2867,51.5333,85.98,28,11,8.05,few clouds
642,Ransang,PH,8.9603,117.5828,83.1,74,87,8.99,overcast clouds
643,Opunake,NZ,-39.4556,173.8583,61.84,72,100,30.96,overcast clouds
644,Brunswick,US,41.2381,-81.8418,61.3,77,40,12.66,scattered clouds
645,Paraiso,CR,9.8383,-83.8656,67.06,96,73,3.51,broken clouds
646,Laguna,US,38.421,-121.4238,54.45,58,0,11.5,clear sky
647,Edd,ER,13.9297,41.6925,89.44,32,1,10.22,clear sky
648,Constitucion,CL,-35.3333,-72.4167,54.01,48,0,6.89,clear sky
649,Stettler,CA,52.3168,-112.7186,20.7,63,100,12.66,overcast clouds
650,Ciudad Bolivar,VE,8.1222,-63.5497,79.75,64,37,14.72,scattered clouds
651,Orichi,RU,58.4036,49.0572,38.73,92,99,7.65,overcast clouds
652,Shieli,KZ,44.1667,66.75,68.18,32,0,10.49,clear sky
653,Hammerfest,NO,70.6634,23.6821,30.65,80,75,2.3,broken clouds
654,Lao Cai,VN,22.4833,103.95,89.33,52,33,3.74,scattered clouds
655,Rafsanjan,IR,30.4067,55.9939,72.57,9,93,7.49,overcast clouds
656,Verkhnyaya Inta,RU,65.9811,60.3094,32.7,100,100,2.55,snow
657,Methoni,GR,36.8197,21.7049,52.21,75,62,4.72,broken clouds
658,Lensk,RU,60.7253,114.9278,33.53,73,96,8.46,overcast clouds
659,Bonavista,CA,48.6499,-53.1147,31.5,96,100,25.48,light snow
660,Anjar,IN,23.1333,70.0167,89.13,33,0,13.04,clear sky
661,Saint-Francois,FR,46.4154,3.9054,42.42,93,0,0.0,clear sky
662,Neiafu,TO,-18.65,-173.9833,79.48,89,75,5.75,broken clouds
663,Sinjar,IQ,36.3209,41.8754,52.21,51,0,5.46,clear sky
664,Pauini,BR,-7.7136,-66.9764,72.46,98,97,1.97,overcast clouds
665,Rosario,AR,-32.9468,-60.6393,56.95,75,0,2.3,clear sky
666,Yangambi,CD,0.8102,24.4336,70.27,96,73,1.99,light rain
667,Altamira,BR,-3.2033,-52.2064,72.07,99,83,2.39,broken clouds
668,Kolobovo,RU,56.702,41.3417,48.51,86,100,1.63,overcast clouds
669,San Andres,CO,12.5847,-81.7006,80.62,78,40,11.5,scattered clouds
670,Samdari,IN,25.8167,72.5833,85.3,41,0,9.8,clear sky
671,Menongue,AO,-14.6585,17.691,60.69,95,96,2.89,overcast clouds
672,Chunoyar,RU,57.4467,97.3217,39.38,58,24,2.06,few clouds
673,Kuusamo,FI,65.9667,29.1833,26.64,93,0,2.3,clear sky
674,Palma,ES,39.5694,2.6502,60.21,85,40,4.0,scattered clouds
675,Inuvik,CA,68.3499,-133.7218,29.26,50,75,6.91,broken clouds
676,Pisco,PE,-13.7,-76.2167,65.01,82,2,2.3,clear sky
677,Fatehpur,IN,25.9333,80.8,98.71,21,16,5.21,few clouds
678,Elk Point,US,42.6833,-96.6836,51.64,69,56,23.13,broken clouds
679,Addis Abeba,ET,9.025,38.7469,57.96,57,80,3.27,broken clouds
680,Baihar,IN,22.1,80.55,95.7,24,85,7.87,overcast clouds
681,Parabel,RU,58.6978,81.4825,35.22,97,100,4.21,overcast clouds
682,Vila Velha,BR,-20.3297,-40.2925,76.95,93,20,2.3,few clouds
683,Baruun-Urt,MN,46.6806,113.2792,39.61,19,100,20.87,overcast clouds
684,Micheweni,TZ,-4.9667,39.8333,79.99,81,99,9.75,light rain
685,Bedele,ET,8.456,36.353,57.6,93,100,2.84,light rain
686,Bandar-E Lengeh,IR,26.5579,54.8807,82.51,78,10,9.22,clear sky
687,Willowmore,ZA,-33.2926,23.4895,61.12,64,29,1.79,scattered clouds
688,Igarka,RU,67.4667,86.5833,33.82,100,100,11.5,light snow
689,Jiaozhou,CN,36.2839,120.0033,60.76,24,100,11.45,overcast clouds
690,Mesto Albrechtice,CZ,50.1629,17.5748,38.82,64,7,4.23,clear sky
691,Verkhnyaya Salda,RU,58.0456,60.5533,41.52,71,76,5.39,broken clouds
692,Asau,RO,46.4333,26.4,38.32,83,17,5.41,few clouds
